,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Depth_lag_1,GR_lag_1,ILD_log10_lag_1,DeltaPHI_lag_1,PHIND_lag_1,PE_lag_1,NM_M_lag_1,RELPOS_lag_1,Depth_lead_1,GR_lead_1,ILD_log10_lead_1,DeltaPHI_lead_1,PHIND_lead_1,PE_lead_1,NM_M_lead_1,RELPOS_lead_1,a1,b1,b2,b3,b4,b5,lm,sh,Facies
439,3027.5,162.149,0.999,-0.2,8.5,3.746,2,0.515,0.5,-38.157,-0.028,-0.2,0.5,0.075,0.0,-0.007,-0.5,40.947,0.049,-0.4,-0.7,-0.146,0.0,0.008,0,0,0,0,0,0,1,0,4.0
440,3028.0,121.202,0.95,0.2,9.2,3.892,2,0.507,0.5,-40.947,-0.049,0.4,0.7,0.146,0.0,-0.008,-0.5,28.397,0.034,-1.1,-0.75,-0.032,0.0,0.007,0,0,0,0,0,0,1,0,4.0
441,3028.5,92.805,0.916,1.3,9.95,3.924,2,0.5,0.5,-28.397,-0.034,1.1,0.75,0.032,0.0,-0.007,-0.5,15.047,0.022,-0.6,-0.7,-0.029,0.0,0.007,0,0,0,0,0,0,1,0,4.0
442,3029.0,77.758,0.894,1.9,10.65,3.953,2,0.493,0.5,-15.047,-0.022,0.6,0.7,0.029,0.0,-0.007,-0.5,10.135,0.015,-1.0,-0.2,0.064,0.0,0.008,0,0,0,0,0,0,1,0,4.0
443,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,0.5,-10.135,-0.015,1.0,0.2,-0.064,0.0,-0.008,-0.5,5.247,0.006,0.4,-0.6,0.09,0.0,0.007,0,0,0,0,0,0,1,0,4.0
444,3030.0,62.376,0.873,2.5,11.45,3.799,2,0.478,0.5,-5.247,-0.006,-0.4,0.6,-0.09,0.0,-0.007,-0.5,2.913,0.0,0.4,0.2,0.026,0.0,0.008,0,0,0,0,0,0,1,0,4.0
445,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,0.5,-2.913,0.0,-0.4,-0.2,-0.026,0.0,-0.008,-0.5,4.252,0.001,-0.6,0.8,-0.011,0.0,0.007,0,0,0,0,0,0,1,0,5.0
446,3031.0,55.211,0.872,2.7,10.45,3.784,2,0.463,0.5,-4.252,-0.001,0.6,-0.8,0.011,0.0,-0.007,-0.5,3.484,0.006,0.4,0.1,-0.003,0.0,0.008,0,0,0,0,0,0,1,0,5.0
447,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,0.5,-3.484,-0.006,-0.4,-0.1,0.003,0.0,-0.008,-0.5,-0.653,0.008,0.2,-0.4,0.011,0.0,0.007,0,0,0,0,0,0,1,0,5.0
448,3032.0,52.38,0.858,2.1,10.75,3.776,2,0.448,0.5,0.653,-0.008,-0.2,0.4,-0.011,0.0,-0.007,-0.5,-0.742,0.007,-0.4,-0.3,0.052,0.0,0.008,0,0,0,0,0,0,1,0,5.0
449,3032.5,53.122,0.851,2.5,11.05,3.724,2,0.44,0.5,0.742,-0.007,0.4,0.3,-0.052,0.0,-0.008,-0.5,1.877,0.007,-0.2,-0.2,0.027,0.0,0.007,0,0,0,0,0,0,1,0,5.0
450,3033.0,51.245,0.844,2.7,11.25,3.697,2,0.433,0.5,-1.877,-0.007,0.2,0.2,-0.027,0.0,-0.007,-0.5,-0.963,0.008,1.2,-0.5,0.044,0.0,0.008,0,0,0,0,0,0,1,0,5.0
451,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,0.5,0.963,-0.008,-1.2,0.5,-0.044,0.0,-0.008,-0.5,-2.742,0.01,0.2,-0.3,0.006,0.0,0.007,0,0,0,0,0,0,1,0,5.0
452,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,0.5,2.742,-0.01,-0.2,0.3,-0.006,0.0,-0.007,-0.5,0.514,0.009,-0.7,0.05,-0.003,0.0,0.008,0,0,0,0,0,0,1,0,5.0
453,3034.5,54.436,0.817,2.0,12.0,3.65,2,0.41,0.5,-0.514,-0.009,0.7,-0.05,0.003,0.0,-0.008,-0.5,-0.375,0.007,0.2,-0.1,-0.028,0.0,0.007,0,0,0,0,0,0,1,0,5.0
454,3035.0,54.811,0.81,1.8,12.1,3.678,2,0.403,0.5,0.375,-0.007,-0.2,0.1,0.028,0.0,-0.007,-0.5,-0.792,0.009,0.2,-0.1,0.034,0.0,0.007,0,0,0,0,0,0,1,0,5.0
455,3035.5,55.603,0.801,1.6,12.2,3.644,2,0.396,0.5,0.792,-0.009,-0.2,0.1,-0.034,0.0,-0.007,-0.5,1.314,0.016,0.3,-0.55,-0.012,0.0,0.008,0,0,0,0,0,0,1,0,5.0
456,3036.0,54.289,0.785,1.3,12.75,3.656,2,0.388,0.5,-1.314,-0.016,-0.3,0.55,0.012,0.0,-0.008,-0.5,1.909,0.017,-0.7,-0.25,0.058,0.0,0.007,0,0,0,0,0,0,1,0,5.0
457,3036.5,52.38,0.768,2.0,13.0,3.598,2,0.381,0.5,-1.909,-0.017,0.7,0.25,-0.058,0.0,-0.007,-0.5,-1.265,0.01,0.0,-0.7,0.016,0.0,0.008,0,0,0,0,0,0,1,0,5.0
458,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,0.5,1.265,-0.01,0.0,0.7,-0.016,0.0,-0.008,-0.5,-0.285,0.001,-0.1,-0.05,0.000999999999999,0.0,0.007,0,0,0,0,0,0,1,0,5.0
459,3037.5,53.93,0.757,2.1,13.75,3.581,2,0.366,0.5,0.285,-0.001,0.1,0.05,-0.000999999999999,0.0,-0.007,-0.5,-2.142,0.002,-0.8,0.0,-0.064,0.0,0.008,0,0,0,0,0,0,1,0,5.0
460,3038.0,56.072,0.755,2.9,13.75,3.645,2,0.358,0.5,2.142,-0.002,0.8,0.0,0.064,0.0,-0.008,-0.5,-2.945,0.005,-1.1,0.05,-0.049,0.0,0.007,0,0,0,0,0,0,1,0,4.0
461,3038.5,59.017,0.75,4.0,13.7,3.694,2,0.351,0.5,2.945,-0.005,1.1,-0.05,0.049,0.0,-0.007,-0.5,-3.127,0.008,-0.4,-0.4,0.044,0.0,0.008,0,0,0,0,0,0,1,0,4.0
462,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.343,0.5,3.127,-0.008,0.4,0.4,-0.044,0.0,-0.008,-0.5,-2.67,0.012,-0.4,-0.1,-0.01,0.0,0.007,0,0,0,0,0,0,1,0,4.0
463,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,0.5,2.67,-0.012,0.4,0.1,0.01,0.0,-0.007,-0.5,-1.891,0.016,-0.8,-0.4,-0.029,0.0,0.008,0,0,0,0,0,0,1,0,4.0
464,3040.0,66.705,0.714,5.6,14.6,3.689,2,0.328,0.5,1.891,-0.016,0.8,0.4,0.029,0.0,-0.008,-0.5,-0.863,0.019,-0.9,-0.85,0.015,0.0,0.007,0,0,0,0,0,0,1,0,4.0
465,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,0.5,0.863,-0.019,0.9,0.85,-0.015,0.0,-0.007,-0.5,-0.115,0.019,-0.2,-0.2,0.071,0.0,0.008,0,0,0,0,0,0,1,0,4.0
466,3041.0,67.683,0.676,6.7,15.65,3.603,2,0.313,0.5,0.115,-0.019,0.2,0.2,-0.071,0.0,-0.008,-0.5,0.0,0.014,0.7,0.25,0.041,0.0,0.007,0,0,0,0,0,0,1,0,4.0
467,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,0.5,0.0,-0.014,-0.7,-0.25,-0.041,0.0,-0.007,-0.5,0.0,-0.004,0.3,0.15,-0.008,0.0,0.007,0,0,0,0,0,0,1,0,4.0
468,3042.0,67.683,0.666,5.7,15.25,3.57,2,0.299,0.5,0.0,0.004,-0.3,-0.15,0.008,0.0,-0.007,-0.5,0.0,-0.035,-0.3,0.05,-0.033,0.0,0.008,0,0,0,0,0,0,1,0,4.0
469,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.291,0.5,0.0,0.035,0.3,-0.05,0.033,0.0,-0.008,-0.5,0.0,-0.077,0.9,-0.45,0.066,0.0,0.007,0,0,0,0,0,0,1,0,4.0
470,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,0.5,0.0,0.077,-0.9,0.45,-0.066,0.0,-0.007,-0.5,0.0,-0.104,0.2,-0.1,-0.01,0.0,0.008,0,0,0,0,0,0,1,0,4.0
471,3043.5,67.683,0.882,4.9,15.75,3.547,2,0.276,0.5,0.0,0.104,-0.2,0.1,0.01,0.0,-0.008,-0.5,0.0,-0.091,0.5,-0.05,0.014,0.0,0.007,0,0,0,0,0,0,1,0,4.0
472,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.269,0.5,0.0,0.091,-0.5,0.05,-0.014,0.0,-0.007,-0.5,0.0,-0.044,0.9,-0.45,0.038,0.0,0.008,0,0,0,0,0,0,1,0,4.0
473,3044.5,67.683,1.017,3.5,16.25,3.495,2,0.261,0.5,0.0,0.044,-0.9,0.45,-0.038,0.0,-0.008,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,1,0,4.0
474,2972.5,49.675,0.845,3.905,11.175,3.265,2,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.5,15.24,-0.034,0.82,3.0,-0.566,0.0,0.009,1,0,0,0,0,0,1,0,8.0
475,2973.0,34.435,0.879,3.085,8.175,3.831,2,0.991,0.5,-15.24,0.034,-0.82,-3.0,0.566,0.0,-0.009,-0.5,8.257,-0.041,0.47,3.23,-0.475,0.0,0.01,1,0,0,0,0,0,1,0,8.0
476,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,0.5,-8.257,0.041,-0.47,-3.23,0.475,0.0,-0.01,-0.5,6.715,-0.047,1.795,1.125,-0.272,0.0,0.009,1,0,0,0,0,0,1,0,8.0
477,2974.0,19.463,0.967,0.82,3.82,4.578,2,0.972,0.5,-6.715,0.047,-1.795,-1.125,0.272,0.0,-0.009,-0.5,0.203,-0.028,0.5,0.19,-0.065,0.0,0.01,1,0,0,0,0,0,1,0,8.0
478,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.962,0.5,-0.203,0.028,-0.5,-0.19,0.065,0.0,-0.01,-0.5,-0.725,-0.013,0.26,-0.69,0.029,0.0,0.009,1,0,0,0,0,0,1,0,8.0
479,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,0.5,0.725,0.013,-0.26,0.69,-0.029,0.0,-0.009,-0.5,-2.313,0.006,0.07,-1.18,0.123,0.0,0.01,1,0,0,0,0,0,1,0,8.0
480,2975.5,22.298,1.002,-0.01,5.5,4.491,2,0.943,0.5,2.313,-0.006,-0.07,1.18,-0.123,0.0,-0.01,-0.5,-2.313,0.046,-0.06,-1.37,0.122,0.0,0.009,1,0,0,0,0,0,1,0,8.0
481,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,0.5,2.313,-0.046,0.06,1.37,-0.122,0.0,-0.009,-0.5,-0.066,0.132,-0.26,-0.07,0.322,0.0,0.019,1,0,0,0,0,0,1,0,8.0
482,2976.5,24.677,0.824,0.31,6.94,4.047,2,0.915,0.5,0.066,-0.132,0.26,0.07,-0.322,0.0,-0.019,-0.5,-0.269,0.157,-0.655,1.025,0.154,0.0,0.009,1,0,0,0,0,0,1,0,8.0
483,2977.0,24.946,0.667,0.965,5.915,3.893,2,0.906,0.5,0.269,-0.157,0.655,-1.025,-0.154,0.0,-0.009,-0.5,-4.364,0.108,-1.145,-0.235,0.373,0.0,0.01,1,0,0,0,0,0,1,0,8.0
484,2977.5,29.31,0.559,2.11,6.15,3.52,2,0.896,0.5,4.364,-0.108,1.145,0.235,-0.373,0.0,-0.01,-0.5,-8.012,0.037,-1.265,-2.295,0.395,0.0,0.009,1,0,0,0,0,0,1,0,5.0
485,2978.0,37.322,0.522,3.375,8.445,3.125,2,0.887,0.5,8.012,-0.037,1.265,2.295,-0.395,0.0,-0.009,-0.5,-4.82,0.012,-0.61,-2.34,0.282,0.0,0.01,1,0,0,0,0,0,1,0,5.0
486,2978.5,42.142,0.51,3.985,10.785,2.843,2,0.877,0.5,4.82,-0.012,0.61,2.34,-0.282,0.0,-0.01,-0.5,-10.292,0.018,-0.435,-2.365,0.169,0.0,0.009,1,0,0,0,0,0,1,0,5.0
487,2979.0,52.434,0.492,4.42,13.15,2.674,2,0.868,0.5,10.292,-0.018,0.435,2.365,-0.169,0.0,-0.009,-0.5,-10.747,0.019,-0.76,-0.98,0.03,0.0,0.01,1,0,0,0,0,0,1,0,5.0
488,2979.5,63.181,0.473,5.18,14.13,2.644,2,0.858,0.5,10.747,-0.019,0.76,0.98,-0.03,0.0,-0.01,-0.5,-6.224,0.008,-0.34,-0.43,-0.019,0.0,0.009,1,0,0,0,0,0,1,0,4.0
489,2980.0,69.405,0.465,5.52,14.56,2.663,2,0.849,0.5,6.224,-0.008,0.34,0.43,0.019,0.0,-0.009,-0.5,-8.38,-0.01,-0.3,-0.38,-0.017,0.0,0.009,1,0,0,0,0,0,1,0,4.0
490,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,0.5,8.38,0.01,0.3,0.38,0.017,0.0,-0.009,-0.5,-5.792,0.006,-0.145,-0.455,0.014,0.0,0.01,1,0,0,0,0,0,1,0,4.0
491,2981.0,83.577,0.469,5.965,15.395,2.666,2,0.83,0.5,5.792,-0.006,0.145,0.455,-0.014,0.0,-0.01,-0.5,-0.481,-0.044,-0.06,-0.46,0.044,0.0,0.009,1,0,0,0,0,0,1,0,4.0
492,2981.5,84.058,0.513,6.025,15.855,2.622,2,0.821,0.5,0.481,0.044,0.06,0.46,-0.044,0.0,-0.009,-0.5,2.238,-0.031,0.075,-0.195,0.013,0.0,0.01,1,0,0,0,0,0,1,0,4.0
493,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.811,0.5,-2.238,0.031,-0.075,0.195,-0.013,0.0,-0.01,-0.5,1.563,-0.019,0.21,-0.05,-0.017,0.0,0.009,1,0,0,0,0,0,1,0,4.0
494,2982.5,80.257,0.563,5.74,16.1,2.626,2,0.802,0.5,-1.563,0.019,-0.21,0.05,0.017,0.0,-0.009,-0.5,0.424,-0.016,0.605,0.385,-0.036,0.0,0.01,1,0,0,0,0,0,1,0,4.0
495,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,0.5,-0.424,0.016,-0.605,-0.385,0.036,0.0,-0.01,-0.5,-0.49,-0.004,0.57,0.44,-0.031,0.0,0.009,1,0,0,0,0,0,1,0,4.0
496,2983.5,80.323,0.583,4.565,15.275,2.693,2,0.783,0.5,0.49,0.004,-0.57,-0.44,0.031,0.0,-0.009,-0.5,-4.381,-0.007,0.2,0.11,-0.018,0.0,0.009,1,0,0,0,0,0,1,0,4.0
497,2984.0,84.704,0.59,4.365,15.165,2.711,2,0.774,0.5,4.381,0.007,-0.2,-0.11,0.018,0.0,-0.009,-0.5,-11.97,-0.006,-0.36,-0.4,-0.033,0.0,0.01,1,0,0,0,0,0,1,0,4.0
498,2984.5,96.674,0.596,4.725,15.565,2.744,2,0.764,0.5,11.97,0.006,0.36,0.4,0.033,0.0,-0.01,-0.5,-15.988,-0.013,-0.155,-0.145,-0.08,0.0,0.009,1,0,0,0,0,0,1,0,4.0
499,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,0.5,15.988,0.013,0.155,0.145,0.08,0.0,-0.009,-0.5,-18.822,-0.025,-0.23,0.11,-0.111,0.0,0.01,1,0,0,0,0,0,1,0,4.0
500,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,0.5,18.822,0.025,0.23,-0.11,0.111,0.0,-0.01,-0.5,-6.685,-0.025,-0.22,0.5,-0.065,0.0,0.009,1,0,0,0,0,0,1,0,4.0
501,2986.0,138.169,0.659,5.33,15.1,3.0,2,0.736,0.5,6.685,0.025,0.22,-0.5,0.065,0.0,-0.009,-0.5,3.124,-0.023,0.23,0.64,-0.048,0.0,0.01,1,0,0,0,0,0,1,0,4.0
502,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,0.5,-3.124,0.023,-0.23,-0.64,0.048,0.0,-0.01,-0.5,17.319,-0.025,0.685,1.145,-0.049,0.0,0.009,1,0,0,0,0,0,1,0,4.0
503,2987.0,117.726,0.707,4.415,13.315,3.097,2,0.717,0.5,-17.319,0.025,-0.685,-1.145,0.049,0.0,-0.009,-0.5,19.344,-0.022,1.02,1.62,-0.096,0.0,0.009,1,0,0,0,0,0,1,0,4.0
504,2987.5,98.382,0.729,3.395,11.695,3.193,2,0.708,0.5,-19.344,0.022,-1.02,-1.62,0.096,0.0,-0.009,-0.5,7.034,-0.042,0.16,0.71,-0.115,0.0,0.01,1,0,0,0,0,0,1,0,4.0
505,2988.0,91.348,0.771,3.235,10.985,3.308,2,0.698,0.5,-7.034,0.042,-0.16,-0.71,0.115,0.0,-0.01,-0.5,4.298,-0.06,0.025,0.345,-0.185,0.0,0.009,1,0,0,0,0,0,1,0,4.0
506,2988.5,87.05,0.831,3.21,10.64,3.493,2,0.689,0.5,-4.298,0.06,-0.025,-0.345,0.185,0.0,-0.009,-0.5,4.07,-0.097,0.375,0.525,-0.033,0.0,0.01,1,0,0,0,0,0,1,0,4.0
507,2989.0,82.98,0.928,2.835,10.115,3.526,2,0.679,0.5,-4.07,0.097,-0.375,-0.525,0.033,0.0,-0.01,-0.5,15.716,-0.091,2.36,1.68,0.309,0.0,0.009,1,0,0,0,0,0,1,0,4.0
508,2989.5,67.264,1.019,0.475,8.435,3.217,2,0.67,0.5,-15.716,0.091,-2.36,-1.68,-0.309,0.0,-0.009,-0.5,10.195,-0.028,2.86,1.32,0.06,0.0,0.01,1,0,0,0,0,0,1,0,6.0
509,2990.0,57.069,1.047,-2.385,7.115,3.157,2,0.66,0.5,-10.195,0.028,-2.86,-1.32,-0.06,0.0,-0.01,-0.5,10.195,-0.019,1.585,0.515,-0.002,0.0,0.009,1,0,0,0,0,0,1,0,6.0
510,2990.5,46.874,1.066,-3.97,6.6,3.159,2,0.651,0.5,-10.195,0.019,-1.585,-0.515,0.002,0.0,-0.009,-0.5,7.549,0.006,-0.28,-0.55,-0.065,0.0,0.009,1,0,0,0,0,0,1,0,5.0
511,2991.0,39.325,1.06,-3.69,7.15,3.224,2,0.642,0.5,-7.549,-0.006,0.28,0.55,0.065,0.0,-0.009,-0.5,-4.621,0.018,-0.96,-0.14,-0.048,0.0,0.01,1,0,0,0,0,0,1,0,6.0
512,2991.5,43.946,1.042,-2.73,7.29,3.272,2,0.632,0.5,4.621,-0.018,0.96,0.14,0.048,0.0,-0.01,-0.5,-7.784,0.037,-1.83,-0.69,-0.018,0.0,0.009,1,0,0,0,0,0,1,0,5.0
513,2992.0,51.73,1.005,-0.9,7.98,3.29,2,0.623,0.5,7.784,-0.037,1.83,0.69,0.018,0.0,-0.009,-0.5,-6.644,0.049,-2.36,-1.43,0.013,0.0,0.01,1,0,0,0,0,0,1,0,5.0
514,2992.5,58.374,0.956,1.46,9.41,3.277,2,0.613,0.5,6.644,-0.049,2.36,1.43,-0.013,0.0,-0.01,-0.5,-9.38,0.052,-2.525,-2.135,-0.019,0.0,0.009,1,0,0,0,0,0,1,0,5.0
515,2993.0,67.754,0.904,3.985,11.545,3.296,2,0.604,0.5,9.38,-0.052,2.525,2.135,0.019,0.0,-0.009,-0.5,-3.452,0.03,-1.06,-1.37,-0.032,0.0,0.01,1,0,0,0,0,0,1,0,4.0
516,2993.5,71.206,0.874,5.045,12.915,3.328,2,0.594,0.5,3.452,-0.03,1.06,1.37,0.032,0.0,-0.01,-0.5,2.018,0.022,0.185,0.065,-0.002,0.0,0.009,1,0,0,0,0,0,1,0,4.0
517,2994.0,69.188,0.852,4.86,12.85,3.33,2,0.585,0.5,-2.018,-0.022,-0.185,-0.065,0.002,0.0,-0.009,-0.5,10.736,0.011,1.405,1.585,-0.002,0.0,0.01,1,0,0,0,0,0,1,0,4.0
518,2994.5,58.452,0.841,3.455,11.265,3.332,2,0.575,0.5,-10.736,-0.011,-1.405,-1.585,0.002,0.0,-0.01,-0.5,19.737,0.025,1.27,1.41,-0.033,0.0,0.009,1,0,0,0,0,0,1,0,4.0
519,2995.0,38.715,0.816,2.185,9.855,3.365,2,0.566,0.5,-19.737,-0.025,-1.27,-1.41,0.033,0.0,-0.009,-0.5,8.174,0.015,1.225,1.095,-0.111,0.0,0.009,1,0,0,0,0,0,1,0,5.0
520,2995.5,30.541,0.801,0.96,8.76,3.476,2,0.557,0.5,-8.174,-0.015,-1.225,-1.095,0.111,0.0,-0.009,-0.5,8.857,0.009,1.0,0.48,-0.298,0.0,0.01,1,0,0,0,0,0,1,0,8.0
521,2996.0,21.684,0.792,-0.04,8.28,3.774,2,0.547,0.5,-8.857,-0.009,-1.0,-0.48,0.298,0.0,-0.01,-0.5,0.432,-0.001,0.465,-0.945,-0.267,0.0,0.009,1,0,0,0,0,0,1,0,8.0
522,2996.5,21.252,0.793,-0.505,9.225,4.041,2,0.538,0.5,-0.432,0.001,-0.465,0.945,0.267,0.0,-0.009,-0.5,-1.865,0.0,0.05,-0.67,-0.251,0.0,0.01,1,0,0,0,0,0,1,0,8.0
523,2997.0,23.117,0.793,-0.555,9.895,4.292,2,0.528,0.5,1.865,0.0,-0.05,0.67,0.251,0.0,-0.01,-0.5,-5.733,0.002,-0.095,0.005,-0.079,0.0,0.009,1,0,0,0,0,0,1,0,8.0
524,2997.5,28.85,0.791,-0.46,9.89,4.371,2,0.519,0.5,5.733,-0.002,0.095,-0.005,0.079,0.0,-0.009,-0.5,-7.376,0.003,-0.375,0.715,0.259,0.0,0.01,1,0,0,0,0,0,1,0,8.0
525,2998.0,36.226,0.788,-0.085,9.175,4.112,2,0.509,0.5,7.376,-0.003,0.375,-0.715,-0.259,0.0,-0.01,-0.5,-6.604,-0.013,-0.495,0.685,0.202,0.0,0.009,1,0,0,0,0,0,1,0,5.0
526,2998.5,42.83,0.801,0.41,8.49,3.91,2,0.5,0.5,6.604,0.013,0.495,-0.685,-0.202,0.0,-0.009,-0.5,-4.016,-0.019,-0.845,0.215,0.117,0.0,0.009,1,0,0,0,0,0,1,0,5.0
527,2999.0,46.846,0.82,1.255,8.275,3.793,2,0.491,0.5,4.016,0.019,0.845,-0.215,-0.117,0.0,-0.009,-0.5,-1.287,-0.025,-0.515,-0.015,0.307,0.0,0.01,1,0,0,0,0,0,1,0,5.0
528,2999.5,48.133,0.845,1.77,8.29,3.486,2,0.481,0.5,1.287,0.025,0.515,0.015,-0.307,0.0,-0.01,-0.5,4.971,-0.029,0.42,-0.35,0.223,0.0,0.009,1,0,0,0,0,0,1,0,5.0
529,3000.0,43.162,0.874,1.35,8.64,3.263,2,0.472,0.5,-4.971,0.029,-0.42,0.35,-0.223,0.0,-0.009,-0.5,6.576,-0.046,0.34,-0.1,0.076,0.0,0.01,1,0,0,0,0,0,1,0,5.0
530,3000.5,36.586,0.92,1.01,8.74,3.187,2,0.462,0.5,-6.576,0.046,-0.34,0.1,-0.076,0.0,-0.01,-0.5,3.84,-0.035,0.385,0.205,0.014,0.0,0.009,1,0,0,0,0,0,1,0,6.0
531,3001.0,32.746,0.955,0.625,8.535,3.173,2,0.453,0.5,-3.84,0.035,-0.385,-0.205,-0.014,0.0,-0.009,-0.5,1.789,-0.019,0.06,-0.02,-0.142,0.0,0.01,1,0,0,0,0,0,1,0,5.0
532,3001.5,30.957,0.974,0.565,8.555,3.315,2,0.443,0.5,-1.789,0.019,-0.06,0.02,0.142,0.0,-0.01,-0.5,0.192,-0.007,0.02,-0.02,-0.126,0.0,0.009,1,0,0,0,0,0,1,0,6.0
533,3002.0,30.765,0.981,0.545,8.575,3.441,2,0.434,0.5,-0.192,0.007,-0.02,0.02,0.126,0.0,-0.009,-0.5,-0.5,-0.006,-0.08,0.15,-0.177,0.0,0.009,1,0,0,0,0,0,1,0,5.0
534,3002.5,31.265,0.987,0.625,8.425,3.618,2,0.425,0.5,0.5,0.006,0.08,-0.15,0.177,0.0,-0.009,-0.5,-1.859,-0.007,-0.13,0.38,-0.325,0.0,0.01,1,0,0,0,0,0,1,0,5.0
535,3003.0,33.124,0.994,0.755,8.045,3.943,2,0.415,0.5,1.859,0.007,0.13,-0.38,0.325,0.0,-0.01,-0.5,-2.087,-0.003,0.12,0.49,-0.127,0.0,0.009,1,0,0,0,0,0,1,0,5.0
536,3003.5,35.211,0.997,0.635,7.555,4.07,2,0.406,0.5,2.087,0.003,-0.12,-0.49,0.127,0.0,-0.009,-0.5,-1.175,0.009,0.51,0.42,0.185,0.0,0.01,1,0,0,0,0,0,1,0,5.0
537,3004.0,36.386,0.988,0.125,7.135,3.885,2,0.396,0.5,1.175,-0.009,-0.51,-0.42,-0.185,0.0,-0.01,-0.5,-1.631,0.037,0.3,0.26,0.231,0.0,0.009,1,0,0,0,0,0,1,0,5.0
538,3004.5,38.017,0.951,-0.175,6.875,3.654,2,0.387,0.5,1.631,-0.037,-0.3,-0.26,-0.231,0.0,-0.009,-0.5,-2.999,0.048,-0.23,0.05,0.216,0.0,0.01,1,0,0,0,0,0,1,0,5.0
539,3005.0,41.016,0.903,0.055,6.825,3.438,2,0.377,0.5,2.999,-0.048,0.23,-0.05,-0.216,0.0,-0.01,-0.5,-8.638,0.049,-1.465,-0.685,0.108,0.0,0.009,1,0,0,0,0,0,1,0,5.0
540,3005.5,49.654,0.854,1.52,7.51,3.33,2,0.368,0.5,8.638,-0.049,1.465,0.685,-0.108,0.0,-0.009,-0.5,-12.414,0.055,-1.58,-1.62,0.121,0.0,0.01,1,0,0,0,0,0,1,0,5.0
541,3006.0,62.068,0.799,3.1,9.13,3.209,2,0.358,0.5,12.414,-0.055,1.58,1.62,-0.121,0.0,-0.01,-0.5,-9.154,0.059,-0.9,-1.85,0.122,0.0,0.009,1,0,0,0,0,0,1,0,5.0
542,3006.5,71.222,0.74,4.0,10.98,3.087,2,0.349,0.5,9.154,-0.059,0.9,1.85,-0.122,0.0,-0.009,-0.5,-2.087,0.049,-0.015,-1.445,0.107,0.0,0.009,1,0,0,0,0,0,1,0,4.0
543,3007.0,73.309,0.691,4.015,12.425,2.98,2,0.34,0.5,2.087,-0.049,0.015,1.445,-0.107,0.0,-0.009,-0.5,3.84,0.064,0.825,-0.945,0.076,0.0,0.01,1,0,0,0,0,0,1,0,4.0
544,3007.5,69.469,0.627,3.19,13.37,2.904,2,0.33,0.5,-3.84,-0.064,-0.825,0.945,-0.076,0.0,-0.01,-0.5,3.612,0.068,1.09,-0.71,0.045,0.0,0.009,1,0,0,0,0,0,1,0,4.0
545,3008.0,65.857,0.559,2.1,14.08,2.859,2,0.321,0.5,-3.612,-0.068,-1.09,0.71,-0.045,0.0,-0.009,-0.5,7.488,0.055,1.385,-0.155,0.029,0.0,0.01,1,0,0,0,0,0,1,0,4.0
546,3008.5,58.369,0.504,0.715,14.235,2.83,2,0.311,0.5,-7.488,-0.055,-1.385,0.155,-0.029,0.0,-0.01,-0.5,2.244,0.069,1.49,0.82,0.044,0.0,0.009,1,0,0,0,0,0,1,0,4.0
547,3009.0,56.125,0.435,-0.775,13.415,2.786,2,0.302,0.5,-2.244,-0.069,-1.49,-0.82,-0.044,0.0,-0.009,-0.5,-0.644,0.057,0.38,0.61,0.06,0.0,0.01,1,0,0,0,0,0,1,0,4.0
548,3009.5,56.769,0.378,-1.155,12.805,2.726,2,0.292,0.5,0.644,-0.057,-0.38,-0.61,-0.06,0.0,-0.01,-0.5,-5.818,0.08,-0.975,-0.065,0.138,0.0,0.009,1,0,0,0,0,0,1,0,4.0
