,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_ILD_log10,NM_M_ILD_log10_GR,NM_M_ILD_log10_GR_PHIND,ILD_log10_GR_PHIND,ILD_log10_GR_PHIND_DeltaPHI
92,A1 LM,STUART,2854.0,39.510999999999996,0.873,1.3,7.05,4.387,2,0.355,6,2.507145308330523,1561.1191209999997,1.6294734147786365,49.7025,1.6900000000000002,2.197,79.02199999999999,14.1,2.6,278.55254999999994,1.746,68.986206,486.35275229999996,243.17637614999998,316.12928899499997
93,A1 LM,STUART,2854.5,40.523,0.927,2.6,6.5,4.006,2,0.342,6,2.52304732909595,1642.1135290000002,1.59671843378737,42.25,6.760000000000001,17.576,81.046,13.0,5.2,263.39950000000005,1.854,75.129642,488.34267300000005,244.17133650000002,634.8454749000001
94,A1 LM,STUART,2855.0,42.693999999999996,0.9640000000000001,2.8,6.8,3.718,2,0.32899999999999996,6,2.556181641614541,1822.7776359999996,1.6148315584236825,46.239999999999995,7.839999999999999,21.951999999999995,85.38799999999999,13.6,5.6,290.31919999999997,1.9280000000000002,82.314032,559.7354176,279.8677088,783.62958464
95,A1 LM,STUART,2855.5,45.297,0.9590000000000001,3.0,7.3,3.594,2,0.316,6,2.5942830607602634,2051.8182089999996,1.6437308834542408,53.29,9.0,27.0,90.594,14.6,6.0,330.6681,1.9180000000000001,86.87964600000001,634.2214158,317.1107079,951.3321237
96,A1 LM,STUART,2856.0,48.145,0.915,3.8,8.2,3.46,2,0.303,6,2.634133598161073,2317.941025,1.6922069059826197,67.24,14.44,54.87199999999999,96.29,16.4,7.6,394.789,1.83,88.10535000000002,722.46387,361.231935,1372.681353
97,A1 LM,STUART,2856.5,51.041000000000004,0.862,5.9,8.75,3.333,2,0.289,6,2.672882044912901,2605.1836810000004,1.7198953141251965,76.5625,34.81,205.37900000000005,102.08200000000001,17.5,11.8,446.60875000000004,1.724,87.994684,769.953485,384.9767425,2271.36278075
98,A1 LM,STUART,2857.0,56.125,0.825,7.4,9.3,3.3360000000000003,2,0.276,4,2.737090066454856,3150.015625,1.74630757210618,86.49000000000001,54.760000000000005,405.22400000000005,112.25,18.6,14.8,521.9625000000001,1.65,92.60624999999999,861.238125,430.6190625,3186.5810625
99,A1 LM,STUART,2857.5,62.205,0.807,6.4,9.9,3.362,2,0.263,4,2.8083829233809747,3869.462025,1.7738169422210552,98.01,40.96000000000001,262.14400000000006,124.41,19.8,12.8,615.8295,1.614,100.39887,993.9488130000001,496.97440650000004,3180.6362016000003
100,A1 LM,STUART,2858.0,64.865,0.794,4.7,10.25,3.2439999999999998,2,0.25,4,2.8379360549551875,4207.468225,1.7892909541816904,105.0625,22.090000000000003,103.82300000000001,129.73,20.5,9.4,664.8662499999999,1.588,103.00562,1055.807605,527.9038025,2481.14787175
101,A1 LM,STUART,2858.5,68.186,0.7709999999999999,4.1,10.25,3.174,2,0.237,4,2.8735833825088615,4649.330596000001,1.7892909541816904,105.0625,16.81,68.92099999999998,136.372,20.5,8.2,698.9065,1.5419999999999998,105.14281199999999,1077.7138229999998,538.8569114999999,2209.3133371499994
102,A1 LM,STUART,2859.0,72.421,0.743,4.1,10.55,3.174,2,0.22399999999999998,4,2.917199492458758,5244.801241000001,1.802242035294467,111.30250000000001,16.81,68.92099999999998,144.842,21.1,8.2,764.0415500000001,1.486,107.61760600000001,1135.3657433,567.68287165,2327.499773765
103,A1 LM,STUART,2859.5,74.322,0.73,4.5,10.65,3.187,2,0.21100000000000002,4,2.9361574925785727,5523.759684000001,1.806497654140781,113.42250000000001,20.25,91.125,148.644,21.3,9.0,791.5293,1.46,108.51012,1155.6327780000001,577.8163890000001,2600.1737505
104,A1 LM,STUART,2860.0,72.543,0.748,4.1,10.35,3.359,2,0.19699999999999998,4,2.9184272914730274,5262.486849000001,1.7936392024119796,107.12249999999999,16.81,68.92099999999998,145.086,20.7,8.2,750.82005,1.496,108.52432800000001,1123.2267948,561.6133974,2302.61492934
105,A1 LM,STUART,2860.5,65.672,0.8140000000000001,3.5,9.05,3.6180000000000003,2,0.184,4,2.846722019582392,4312.811584,1.734451438149326,81.90250000000002,12.25,42.875,131.344,18.1,7.0,594.3316,1.6280000000000001,106.914016,967.5718448000001,483.78592240000006,1693.2507284000003
106,A1 LM,STUART,2861.0,57.153,0.951,1.7,6.75,3.9019999999999997,2,0.171,6,2.7495382007450213,3266.465409,1.6118548977353129,45.5625,2.8899999999999997,4.912999999999999,114.306,13.5,3.4,385.78274999999996,1.902,108.705006,733.7587905,366.87939525,623.694971925
107,A1 LM,STUART,2861.5,46.056000000000004,1.148,0.1,4.55,4.221,2,0.158,6,2.605082935762303,2121.1551360000003,1.460504330965901,20.702499999999997,0.010000000000000002,0.0010000000000000002,92.11200000000001,9.1,0.2,209.5548,2.296,105.744576,481.1378208,240.5689104,24.05689104
108,A1 LM,STUART,2862.0,37.961,1.324,0.0,3.3,4.561,2,0.145,6,2.482186510558671,1441.037521,1.347809412512947,10.889999999999999,0.0,0.0,75.922,6.6,0.0,125.27129999999998,2.648,100.520728,331.7184024,165.8592012,0.0
109,A1 LM,STUART,2862.5,33.579,1.402,-0.2,2.8,4.7989999999999995,2,0.132,6,2.407226410884385,1127.549241,1.2935687276168015,7.839999999999999,0.04000000000000001,-0.008000000000000002,67.158,5.6,-0.4,94.0212,2.804,94.15551599999999,263.63544479999996,131.81772239999998,-26.363544479999998
110,A1 LM,STUART,2863.0,31.212,1.439,-0.4,2.7,4.874,2,0.11800000000000001,6,2.363634930896202,974.188944,1.2818610191887023,7.290000000000001,0.16000000000000003,-0.06400000000000002,62.424,5.4,-0.8,84.2724,2.878,89.828136,242.53596720000002,121.26798360000001,-48.50719344000001
111,A1 LM,STUART,2863.5,30.176,1.486,-0.5,2.55,4.787,2,0.105,6,2.3437723029409074,910.590976,1.2636739857523107,6.5024999999999995,0.25,-0.125,60.352,5.1,-1.0,76.94879999999999,2.972,89.683072,228.69183359999997,114.34591679999998,-57.17295839999999
112,A1 LM,STUART,2864.0,29.858,1.507,-0.7,2.75,4.622,2,0.092,6,2.3375729790045394,891.500164,1.2877547884506972,7.5625,0.48999999999999994,-0.3429999999999999,59.716,5.5,-1.4,82.1095,3.014,89.99201199999999,247.47803299999998,123.73901649999999,-86.61731154999998
113,A1 LM,STUART,2864.5,29.923000000000002,1.433,-0.6,3.3,4.375,2,0.079,6,2.338844148881306,895.3859290000001,1.347809412512947,10.889999999999999,0.36,-0.21599999999999997,59.846000000000004,6.6,-1.2,98.7459,2.866,85.75931800000001,283.0057494,141.5028747,-84.90172482
114,A1 LM,STUART,2865.0,34.428000000000004,1.2790000000000001,0.0,4.0,4.115,2,0.066,6,2.422300108184179,1185.2871840000003,1.4142135623730951,16.0,0.0,0.0,68.85600000000001,8.0,0.0,137.71200000000002,2.5580000000000003,88.06682400000003,352.2672960000001,176.13364800000005,0.0
115,A1 LM,STUART,2865.5,39.935,1.1340000000000001,0.8,4.6,3.9789999999999996,2,0.053,6,2.513844571536539,1594.804225,1.464500276187315,21.159999999999997,0.6400000000000001,0.5120000000000001,79.87,9.2,1.6,183.701,2.2680000000000002,90.57258000000002,416.63386800000006,208.31693400000003,166.65354720000005
116,A1 LM,STUART,2866.0,39.935,1.1340000000000001,0.8,4.6,3.9789999999999996,2,0.053,8,2.513844571536539,1594.804225,1.464500276187315,21.159999999999997,0.6400000000000001,0.5120000000000001,79.87,9.2,1.6,183.701,2.2680000000000002,90.57258000000002,416.63386800000006,208.31693400000003,166.65354720000005
117,A1 LM,STUART,2866.5,46.823,1.05,1.3,5.15,3.727,2,0.039,8,2.6158618793773036,2192.393329,1.506439890464284,26.522500000000004,1.6900000000000002,2.197,93.646,10.3,2.6,241.13845,2.1,98.3283,506.39074500000004,253.19537250000002,329.15398425
118,A1 LM,STUART,2867.0,57.968999999999994,1.01,2.0,5.2,3.537,2,0.026000000000000002,8,2.759300198262308,3360.4049609999993,1.5100830606950983,27.040000000000003,4.0,8.0,115.93799999999999,10.4,4.0,301.43879999999996,2.02,117.09737999999999,608.9063759999999,304.45318799999995,608.9063759999999
119,A1 LM,STUART,2867.5,71.24600000000001,0.9540000000000001,2.3,5.65,3.4819999999999998,2,0.013000000000000001,6,2.9052942303991176,5075.992516000001,1.5417434497350533,31.922500000000003,5.289999999999999,12.166999999999998,142.49200000000002,11.3,4.6,402.5399000000001,1.9080000000000001,135.93736800000002,768.0461292000001,384.02306460000005,883.25304858
120,B1 SH,STUART,2868.0,82.54799999999999,0.843,3.2,7.2,3.532,1,1.0,3,3.014231741439948,6814.172303999998,1.63807251762544,51.84,10.240000000000002,32.76800000000001,82.54799999999999,7.2,3.2,594.3455999999999,0.843,69.58796399999999,501.0333407999999,501.0333407999999,1603.3066905599999
121,B1 SH,STUART,2868.5,92.119,0.718,4.9,8.95,3.484,1,0.968,3,3.0980420180785577,8485.910161,1.7296401534221846,80.10249999999999,24.010000000000005,117.64900000000003,92.119,8.95,4.9,824.4650499999999,0.718,66.141442,591.9659058999999,591.9659058999999,2900.63293891
122,B1 SH,STUART,2869.0,93.564,0.635,7.0,11.1,3.4019999999999997,1,0.935,3,3.1101203510489364,8754.222096,1.825285251622753,123.21,49.0,343.0,93.564,11.1,7.0,1038.5603999999998,0.635,59.41314,659.485854,659.485854,4616.400978
123,B1 SH,STUART,2869.5,86.26,0.615,9.0,11.9,3.486,1,0.903,3,3.0475606928822674,7440.787600000001,1.8573200214642784,141.61,81.0,729.0,86.26,11.9,9.0,1026.4940000000001,0.615,53.0499,631.29381,631.29381,5681.64429
124,B1 SH,STUART,2870.0,77.097,0.637,9.5,11.25,3.56,1,0.871,3,2.9631891157622974,5943.947408999999,1.8314207507423532,126.5625,90.25,857.375,77.097,11.25,9.5,867.34125,0.637,49.110789,552.4963762499999,552.4963762499999,5248.715574374999
125,B1 SH,STUART,2870.5,67.68,0.6509999999999999,9.2,10.7,3.4730000000000003,1,0.8390000000000001,2,2.8682373542789747,4580.582400000001,1.808614233815278,114.48999999999998,84.63999999999999,778.6879999999999,67.68,10.7,9.2,724.176,0.6509999999999999,44.05968,471.43857599999996,471.43857599999996,4337.234899199999
126,B1 SH,STUART,2871.0,64.04899999999999,0.639,8.5,10.65,3.4010000000000002,1,0.8059999999999999,2,2.828968348010039,4102.274400999999,1.806497654140781,113.42250000000001,72.25,614.125,64.04899999999999,10.65,8.5,682.12185,0.639,40.927310999999996,435.87586215,435.87586215,3704.944828275
127,B1 SH,STUART,2871.5,67.566,0.621,7.5,11.45,3.307,1,0.774,2,2.8670287778992005,4565.164356,1.8395066901584582,131.1025,56.25,421.875,67.566,11.45,7.5,773.6306999999999,0.621,41.958486,480.4246647,480.4246647,3603.18498525
128,B1 SH,STUART,2872.0,69.72800000000001,0.604,7.1,12.45,3.28,1,0.742,2,2.8896936403056066,4861.993984000002,1.878418417945126,155.00249999999997,50.41,357.91099999999994,69.72800000000001,12.45,7.1,868.1136,0.604,42.115712,524.3406144,524.3406144,3722.81836224
129,B1 SH,STUART,2872.5,67.96600000000001,0.5820000000000001,8.3,13.45,3.253,1,0.71,2,2.8712626909887518,4619.377156000001,1.9150520003849634,180.90249999999997,68.89000000000001,571.7870000000001,67.96600000000001,13.45,8.3,914.1427000000001,0.5820000000000001,39.55621200000001,532.0310514000001,532.0310514000001,4415.857726620002
130,B1 SH,STUART,2873.0,65.803,0.565,9.6,13.5,3.284,1,0.677,2,2.8481405919983818,4330.034809,1.9168293127388174,182.25,92.16,884.7359999999999,65.803,13.5,9.6,888.3405,0.565,37.178695,501.9123825,501.9123825,4818.358872
131,B1 SH,STUART,2873.5,62.351000000000006,0.575,10.1,11.85,3.405,1,0.645,2,2.8100293485710663,3887.6472010000007,1.8553659734973316,140.42249999999999,102.00999999999999,1030.301,62.351000000000006,11.85,10.1,738.8593500000001,0.575,35.851825,424.84412625,424.84412625,4290.9256751249995
132,B1 SH,STUART,2874.0,59.512,0.621,10.1,9.65,3.5039999999999996,1,0.613,2,2.7774812538564366,3541.678144,1.7625109683068112,93.1225,102.00999999999999,1030.301,59.512,9.65,10.1,574.2908,0.621,36.956952,356.6345868,356.6345868,3602.00932668
133,B1 SH,STUART,2874.5,61.176,0.691,9.9,8.15,3.5869999999999997,1,0.581,2,2.796696051745827,3742.502976,1.689621402777569,66.4225,98.01,970.2990000000001,61.176,8.15,9.9,498.5844,0.691,42.272616,344.5218204,344.5218204,3410.76602196
134,B1 SH,STUART,2875.0,65.75399999999999,0.7509999999999999,9.6,7.7,3.605,1,0.5479999999999999,2,2.847610229109418,4323.588515999999,1.665799323178612,59.290000000000006,92.16,884.7359999999999,65.75399999999999,7.7,9.6,506.3057999999999,0.7509999999999999,49.381253999999984,380.2356557999999,380.2356557999999,3650.262295679999
135,B1 SH,STUART,2875.5,66.66,0.768,9.0,8.2,3.505,1,0.516,2,2.8573689910090505,4443.5556,1.6922069059826197,67.24,81.0,729.0,66.66,8.2,9.0,546.612,0.768,51.19488,419.79801599999996,419.79801599999996,3778.1821439999994
136,B1 SH,STUART,2876.0,64.604,0.742,8.0,8.9,3.411,1,0.484,2,2.835076956876675,4173.676816,1.7272193775068816,79.21000000000001,64.0,512.0,64.604,8.9,8.0,574.9756,0.742,47.936168,426.63189520000003,426.63189520000003,3413.0551616000002
137,B1 SH,STUART,2876.5,61.699,0.696,7.0,9.2,3.319,1,0.452,2,2.802654295511989,3806.766601,1.741594148365405,84.63999999999999,49.0,343.0,61.699,9.2,7.0,567.6307999999999,0.696,42.94250399999999,395.0710367999999,395.0710367999999,2765.497257599999
138,B1 SH,STUART,2877.0,58.353,0.657,5.6,9.3,3.265,1,0.419,2,2.7638584506652606,3405.0726090000003,1.74630757210618,86.49000000000001,31.359999999999996,175.61599999999996,58.353,9.3,5.6,542.6829,0.657,38.337921,356.54266530000007,356.54266530000007,1996.6389256800003
139,B1 SH,STUART,2877.5,55.928999999999995,0.64,4.2,9.2,3.167,1,0.387,2,2.734697310838479,3128.053040999999,1.741594148365405,84.63999999999999,17.64,74.08800000000001,55.928999999999995,9.2,4.2,514.5468,0.64,35.79456,329.30995199999995,329.30995199999995,1383.1017983999998
140,B1 SH,STUART,2878.0,57.413999999999994,0.64,4.0,9.1,3.181,1,0.355,2,2.752671911081116,3296.367395999999,1.7368421418769384,82.80999999999999,16.0,64.0,57.413999999999994,9.1,4.0,522.4673999999999,0.64,36.74496,334.37913599999996,334.37913599999996,1337.5165439999998
141,B1 SH,STUART,2878.5,60.393,0.64,3.8,9.3,3.133,1,0.32299999999999995,2,2.787703952835585,3647.314449,1.74630757210618,86.49000000000001,14.44,54.87199999999999,60.393,9.3,3.8,561.6549,0.64,38.65152,359.459136,359.459136,1365.9447168
142,B1 SH,STUART,2879.0,65.90100000000001,0.636,4.2,9.9,3.1630000000000003,1,0.29,2,2.8492004298103373,4342.941801000002,1.7738169422210552,98.01,17.64,74.08800000000001,65.90100000000001,9.9,4.2,652.4199000000001,0.636,41.913036000000005,414.9390564000001,414.9390564000001,1742.7440368800005
143,B1 SH,STUART,2879.5,71.385,0.635,5.8,10.8,3.1310000000000002,1,0.258,2,2.9067102424538174,5095.818225000001,1.8128252384140608,116.64000000000001,33.64,195.112,71.385,10.8,5.8,770.9580000000001,0.635,45.329475,489.55833000000007,489.55833000000007,2839.4383140000004
144,B1 SH,STUART,2880.0,75.816,0.625,4.9,13.55,2.997,1,0.226,2,2.950803003957132,5748.065856,1.9186016949490043,183.60250000000002,24.010000000000005,117.64900000000003,75.816,13.55,4.9,1027.3068,0.625,47.385000000000005,642.0667500000001,642.0667500000001,3146.127075000001
145,B1 SH,STUART,2880.5,75.334,0.5870000000000001,5.6,15.9,2.938,1,0.19399999999999998,2,2.9461018508437027,5675.211556,1.9968676489630897,252.81,31.359999999999996,175.61599999999996,75.334,15.9,5.6,1197.8106,0.5870000000000001,44.221058000000006,703.1148222000002,703.1148222000002,3937.4430043200005
146,B1 SH,STUART,2881.0,72.69,0.5579999999999999,4.8,18.5,2.969,1,0.129,2,2.9199046331716896,5283.8360999999995,2.0739244522212745,342.25,23.04,110.59199999999998,72.69,18.5,4.8,1344.7649999999999,0.5579999999999999,40.56101999999999,750.3788699999999,750.3788699999999,3601.818575999999
147,B1 SH,STUART,2881.5,68.635,0.5579999999999999,6.9,19.45,3.1039999999999996,1,0.09699999999999999,3,2.878302331678223,4710.763225000001,2.100051288478448,378.30249999999995,47.61000000000001,328.50900000000007,68.635,19.45,6.9,1334.95075,0.5579999999999999,38.29833,744.9025184999999,744.9025184999999,5139.82737765
148,B1 SH,STUART,2882.0,60.695,0.52,7.5,21.25,3.147,1,0.065,3,2.7911824704733523,3683.883025,2.1470380128554885,451.5625,56.25,421.875,60.695,21.25,7.5,1289.76875,0.52,31.561400000000003,670.67975,670.67975,5030.098125
149,B1 SH,STUART,2882.5,51.645,0.501,5.6,18.1,3.3539999999999996,1,0.032,3,2.680754665169948,2667.2060250000004,2.0626219908738803,327.61000000000007,31.359999999999996,175.61599999999996,51.645,18.1,5.6,934.7745000000001,0.501,25.874145000000002,468.32202450000005,468.32202450000005,2622.6033372
150,B1 LM,STUART,2883.0,41.918,0.5479999999999999,7.0,10.9,3.764,2,1.0,8,2.5444864256146866,1757.118724,1.8170071006586175,118.81,49.0,343.0,83.836,21.8,14.0,456.9062,1.0959999999999999,45.942128,500.76919519999996,250.38459759999998,1752.6921831999998
151,B1 LM,STUART,2883.5,32.991,0.633,7.7,6.35,4.109,2,0.968,8,2.3966182932767484,1088.406081,1.5874257883979428,40.3225,59.290000000000006,456.533,65.982,12.7,15.4,209.49284999999998,1.266,41.766606,265.2179481,132.60897405,1021.089100185
152,B1 LM,STUART,2884.0,28.258000000000003,0.705,5.0,6.1,4.154,2,0.935,8,2.305607388474848,798.5145640000002,1.5715654001808814,37.209999999999994,25.0,125.0,56.516000000000005,12.2,10.0,172.37380000000002,1.41,39.84378,243.047058,121.523529,607.617645
153,B1 LM,STUART,2884.5,26.635,0.769,4.1,5.35,4.321000000000001,2,0.903,8,2.2717638020566016,709.4232250000001,1.5208572257921107,28.622499999999995,16.81,68.92099999999998,53.27,10.7,8.2,142.49725,1.538,40.96463000000001,219.1607705,109.58038525,449.279579525
154,B1 LM,STUART,2885.0,25.541,0.847,3.6,4.8,4.476,2,0.871,8,2.248068158133954,652.342681,1.4801656089845705,23.04,12.96,46.656000000000006,51.082,9.6,7.2,122.5968,1.694,43.266453999999996,207.6789792,103.8394896,373.82216256
155,B1 LM,STUART,2885.5,23.795,0.948,2.3,4.45,4.565,2,0.8390000000000001,8,2.208622170065403,566.202025,1.4524125829022891,19.802500000000002,5.289999999999999,12.166999999999998,47.59,8.9,4.6,105.88775000000001,1.896,45.115320000000004,200.76317400000002,100.38158700000001,230.8776501
156,B1 LM,STUART,2886.0,20.719,1.061,2.2,3.5,4.615,2,0.8059999999999999,8,2.1334977913457656,429.27696100000003,1.3677823998673804,12.25,4.840000000000001,10.648000000000003,41.438,7.0,4.4,72.51650000000001,2.122,43.965718,153.88001300000002,76.94000650000001,169.26801430000003
157,B1 LM,STUART,2886.5,18.499000000000002,1.139,2.4,3.2,4.696000000000001,2,0.774,8,2.073896425647051,342.2130010000001,1.337480609952844,10.240000000000002,5.76,13.823999999999998,36.998000000000005,6.4,4.8,59.19680000000001,2.278,42.140722000000004,134.8503104,67.4251552,161.82037248
158,B1 LM,STUART,2887.0,19.445999999999998,1.1179999999999999,1.5,4.65,4.668,2,0.742,8,2.099943308361965,378.1469159999999,1.4684637773145044,21.622500000000002,2.25,3.375,38.891999999999996,9.3,3.0,90.4239,2.2359999999999998,43.48125599999999,202.18784039999997,101.09392019999999,151.6408803
159,B1 LM,STUART,2887.5,21.388,1.0190000000000001,1.0,7.1,4.579,2,0.71,8,2.150515335334623,457.4465440000001,1.632354899798094,50.41,1.0,1.0,42.776,14.2,2.0,151.8548,2.0380000000000003,43.588744000000005,309.4800824,154.7400412,154.7400412
160,B1 LM,STUART,2888.0,24.178,0.9079999999999999,1.2,9.2,4.292,2,0.677,8,2.217456419886001,584.575684,1.741594148365405,84.63999999999999,1.44,1.7279999999999998,48.356,18.4,2.4,222.4376,1.8159999999999998,43.907247999999996,403.9466815999999,201.97334079999996,242.36800895999994
161,B1 LM,STUART,2888.5,27.638,0.812,0.0,11.1,4.046,2,0.645,8,2.2928553288057203,763.859044,1.825285251622753,123.21,0.0,0.0,55.276,22.2,0.0,306.78180000000003,1.624,44.88411200000001,498.2136432000001,249.10682160000005,0.0
162,B1 LM,STUART,2889.0,31.669,0.7240000000000001,0.9,11.45,3.822,2,0.613,8,2.3722397975330494,1002.925561,1.8395066901584582,131.1025,0.81,0.7290000000000001,63.338,22.9,1.8,362.61005,1.4480000000000002,45.85671200000001,525.0593524000001,262.52967620000004,236.27670858000005
163,B1 LM,STUART,2889.5,39.389,0.627,3.4,11.2,3.6289999999999996,2,0.581,8,2.505207705274261,1551.4933210000002,1.829382438457389,125.43999999999998,11.559999999999999,39.303999999999995,78.778,22.4,6.8,441.15680000000003,1.254,49.393806000000005,553.2106272,276.6053136,940.4580662399999
164,B1 LM,STUART,2890.0,49.385,0.535,6.4,11.5,3.517,2,0.5479999999999999,7,2.6509330797512503,2438.878225,1.8415116050578215,132.25,40.96000000000001,262.14400000000006,98.77,23.0,12.8,567.9275,1.07,52.841950000000004,607.6824250000001,303.84121250000004,1944.5837600000004
165,B1 LM,STUART,2890.5,58.516000000000005,0.488,9.0,11.4,3.4739999999999998,2,0.516,7,2.765786533990206,3424.1222560000006,1.8374951981506853,129.96,81.0,729.0,117.03200000000001,22.8,18.0,667.0824000000001,0.976,57.111616000000005,651.0724224,325.5362112,2929.8259008000005
166,B1 LM,STUART,2891.0,66.619,0.511,9.2,10.8,3.613,2,0.484,7,2.8569295252153135,4438.091161,1.8128252384140608,116.64000000000001,84.63999999999999,778.6879999999999,133.238,21.6,18.4,719.4852000000001,1.022,68.084618,735.3138744000001,367.6569372000001,3382.4438222400004
