Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
9,36.56,0.747,2.0,8.545,5.3,0.11800000000000001,2
9,37.21,0.764,2.7,7.73,5.6,0.10800000000000001,2
9,35.8,0.777,2.5,8.195,5.7,0.098,2
9,36.56,0.784,1.4,10.29,5.8,0.08800000000000001,2
8,27.96,0.7909999999999999,1.6,12.12,5.5,0.078,2
8,26.3,0.797,2.1,12.385,5.4,0.069,2
8,19.97,0.8029999999999999,1.9,11.12,5.5,0.059000000000000004,2
8,17.92,0.8079999999999999,1.5,9.73,5.4,0.049,2
8,17.92,0.8079999999999999,1.5,9.73,5.4,0.049,2
8,16.51,0.8140000000000001,2.0,8.275,5.5,0.039,2
8,21.94,0.82,3.3,7.68,5.4,0.028999999999999998,2
8,32.54,0.821,2.5,7.445,5.8,0.02,2
8,47.7,0.8140000000000001,1.6,7.34,5.8,0.01,2
3,88.71,0.612,6.7,10.605,-99999.0,1.0,1
3,92.71,0.583,11.0,12.515,-99999.0,0.9740000000000001,1
3,94.54,0.579,12.0,13.41,-99999.0,0.9490000000000001,1
3,95.31,0.579,11.5,13.75,-99999.0,0.9229999999999999,1
3,93.79,0.5720000000000001,10.3,13.405,-99999.0,0.897,1
3,86.0,0.547,9.7,12.92,-99999.0,0.872,1
3,83.66,0.531,9.9,12.75,-99999.0,0.846,1
2,84.96,0.516,10.0,12.71,-99999.0,0.821,1
2,88.93,0.515,9.4,13.51,-99999.0,0.795,1
3,91.35,0.521,7.4,15.33,-99999.0,0.769,1
3,92.43,0.521,7.4,16.65,-99999.0,0.7440000000000001,1
3,92.39,0.526,7.6,16.89,-99999.0,0.718,1
2,91.94,0.526,4.6,16.31,-99999.0,0.6920000000000001,1
2,88.21,0.525,2.9,15.33,-99999.0,0.667,1
2,83.2,0.524,1.9,14.215,-99999.0,0.6409999999999999,1
2,78.23,0.513,3.0,13.495,-99999.0,0.615,1
2,74.22,0.5,5.0,11.365,-99999.0,0.59,1
2,72.36,0.48,6.6,10.045,-99999.0,0.564,1
2,72.84,0.465,7.2,9.62,-99999.0,0.5379999999999999,1
2,74.19,0.455,8.0,9.64,-99999.0,0.513,1
2,76.62,0.449,8.8,10.5,-99999.0,0.48700000000000004,1
2,81.29,0.449,9.2,12.785,-99999.0,0.462,1
2,85.5,0.461,9.9,13.55,-99999.0,0.436,1
2,88.29,0.47600000000000003,10.3,13.985,-99999.0,0.41,1
2,91.3,0.484,9.7,13.965,-99999.0,0.385,1
3,82.0,0.49,8.3,13.335,-99999.0,0.359,1
3,71.62,0.49,7.5,12.88,-99999.0,0.33299999999999996,1
2,67.4,0.483,7.2,12.685,-99999.0,0.308,1
3,65.4,0.47600000000000003,7.5,12.325,-99999.0,0.282,1
9,64.21,0.47100000000000003,10.2,10.935,-99999.0,0.256,1
9,63.82,0.467,11.2,10.655,-99999.0,0.231,1
9,64.74,0.45799999999999996,15.1,12.705,-99999.0,0.205,1
3,81.89,0.42,16.3,19.14,-99999.0,0.154,1
3,83.53,0.371,14.9,19.16,-99999.0,0.128,1
2,83.06,0.316,14.8,19.5,-99999.0,0.10300000000000001,1
2,81.58,0.27899999999999997,15.7,19.945,-99999.0,0.077,1
3,77.83,0.272,17.3,19.285,-99999.0,0.051,1
3,65.11,0.27899999999999997,15.2,17.42,-99999.0,0.026000000000000002,1
9,32.58,0.29,10.3,14.52,-99999.0,1.0,2
9,25.14,0.294,7.1,12.48,-99999.0,0.985,2
7,26.51,0.29,7.1,10.91,-99999.0,0.9690000000000001,2
7,29.78,0.265,8.1,9.05,-99999.0,0.9540000000000001,2
6,33.06,0.248,8.6,8.275,-99999.0,0.938,2
6,37.78,0.22,9.2,8.05,-99999.0,0.9079999999999999,2
6,40.84,0.212,14.8,10.76,-99999.0,0.892,2
7,44.08,0.207,16.0,11.275,-99999.0,0.877,2
7,48.24,0.21,9.8,14.97,-99999.0,0.862,2
7,51.21,0.228,8.1,16.025,-99999.0,0.846,2
7,55.57,0.253,7.9,15.985,-99999.0,0.831,2
4,64.21,0.299,7.4,15.785,-99999.0,0.815,2
4,78.65,0.39799999999999996,8.2,13.805,-99999.0,0.8,2
4,97.66,0.52,9.7,12.34,-99999.0,0.785,2
4,101.57,0.636,10.1,12.02,-99999.0,0.769,2
4,102.02,0.679,9.4,11.33,-99999.0,0.754,2
4,100.87,0.6579999999999999,7.6,10.135,-99999.0,0.738,2
8,88.36,0.6459999999999999,7.0,9.58,-99999.0,0.723,2
6,73.88,0.635,5.2,10.145,-99999.0,0.708,2
6,62.49,0.635,4.2,10.515,-99999.0,0.6920000000000001,2
5,61.08,0.6409999999999999,4.5,10.465,-99999.0,0.677,2
5,64.32,0.66,6.7,10.575,-99999.0,0.662,2
6,66.04,0.6709999999999999,9.1,11.38,-99999.0,0.6459999999999999,2
6,66.61,0.691,10.8,12.17,-99999.0,0.631,2
6,66.14,0.713,11.6,12.41,-99999.0,0.615,2
8,68.24,0.735,10.0,11.64,-99999.0,0.6,2
8,70.81,0.752,5.9,10.36,-99999.0,0.585,2
8,72.59,0.757,3.7,10.405,-99999.0,0.569,2
8,77.22,0.769,2.5,10.465,-99999.0,0.5539999999999999,2
8,101.82,0.762,1.8,10.6,-99999.0,0.5379999999999999,2
8,115.43,0.7559999999999999,1.0,10.755,-99999.0,0.523,2
6,119.82,0.725,0.5,10.775,-99999.0,0.508,2
6,120.82,0.675,0.6,10.315,-99999.0,0.49200000000000005,2
5,118.48,0.619,1.8,9.51,-99999.0,0.47700000000000004,2
5,89.64,0.5710000000000001,2.4,9.555,-99999.0,0.462,2
6,60.79,0.53,3.3,9.86,-99999.0,0.446,2
6,33.46,0.501,4.3,10.16,-99999.0,0.431,2
5,27.41,0.483,5.0,10.62,-99999.0,0.415,2
6,24.14,0.47100000000000003,5.3,11.3,-99999.0,0.4,2
6,24.6,0.45799999999999996,5.8,12.115,-99999.0,0.385,2
6,24.58,0.455,4.0,13.465,-99999.0,0.369,2
6,23.59,0.47,2.8,14.2,-99999.0,0.354,2
6,23.16,0.513,1.8,14.145,-99999.0,0.33799999999999997,2
6,23.61,0.555,1.0,13.805,-99999.0,0.32299999999999995,2
6,24.99,0.604,0.3,13.48,-99999.0,0.308,2
6,26.45,0.635,0.9,12.775,-99999.0,0.292,2
8,28.39,0.6609999999999999,1.7,12.095,-99999.0,0.27699999999999997,2
6,31.6,0.679,2.1,11.665,-99999.0,0.262,2
6,35.71,0.696,2.3,11.39,-99999.0,0.24600000000000002,2
5,41.34,0.7020000000000001,2.8,11.395,-99999.0,0.231,2
6,46.73,0.708,4.4,11.895,-99999.0,0.215,2
6,54.15,0.72,5.6,11.94,-99999.0,0.2,2
6,60.63,0.7390000000000001,9.2,10.59,-99999.0,0.185,2
4,65.2,0.774,11.3,11.15,-99999.0,0.16899999999999998,2
4,72.19,0.8029999999999999,12.1,11.505,-99999.0,0.154,2
4,78.39,0.825,11.7,11.98,-99999.0,0.138,2
4,82.48,0.836,9.7,12.595,-99999.0,0.12300000000000001,2
4,83.8,0.8109999999999999,7.6,13.18,-99999.0,0.10800000000000001,2
4,84.86,0.78,6.8,13.15,-99999.0,0.092,2
6,84.28,0.755,7.4,11.64,-99999.0,0.077,2
6,78.32,0.7390000000000001,4.3,9.2,-99999.0,0.062,2
6,70.15,0.727,4.1,8.565,-99999.0,0.046,2
8,66.53,0.721,3.4,8.37,-99999.0,0.031,2
8,69.31,0.7170000000000001,6.4,10.21,-99999.0,0.015,2
3,78.58,0.7170000000000001,8.4,12.53,-99999.0,1.0,1
3,81.81,0.7170000000000001,8.6,15.21,-99999.0,0.9690000000000001,1
3,82.02,0.716,4.5,15.43,-99999.0,0.938,1
2,75.3,0.722,4.9,13.615,-99999.0,0.9059999999999999,1
2,66.45,0.722,6.8,12.37,-99999.0,0.875,1
2,63.91,0.722,7.4,11.865,-99999.0,0.8440000000000001,1
2,64.11,0.721,7.9,11.92,-99999.0,0.813,1
2,66.41,0.721,9.0,12.185,-99999.0,0.7809999999999999,1
3,72.43,0.721,9.9,12.38,-99999.0,0.75,1
3,75.89,0.7140000000000001,9.6,12.83,-99999.0,0.7190000000000001,1
3,79.81,0.708,8.2,13.335,-99999.0,0.688,1
3,81.22,0.7020000000000001,7.2,12.765,-99999.0,0.6559999999999999,1
3,80.73,0.6890000000000001,7.2,12.065,-99999.0,0.625,1
3,80.21,0.679,7.3,11.605,-99999.0,0.594,1
2,79.31,0.667,7.5,11.49,-99999.0,0.563,1
2,77.91,0.655,7.2,11.755,-99999.0,0.531,1
2,75.57,0.6409999999999999,6.6,11.25,-99999.0,0.5,1
2,72.63,0.625,5.8,10.46,-99999.0,0.469,1
2,69.14,0.607,5.6,10.285,-99999.0,0.43799999999999994,1
2,65.21,0.589,4.7,10.23,-99999.0,0.406,1
2,60.86,0.5710000000000001,4.0,10.185,-99999.0,0.375,1
2,57.85,0.551,4.7,9.525,-99999.0,0.344,1
2,59.87,0.531,5.0,9.17,-99999.0,0.313,1
2,63.55,0.512,7.2,9.93,-99999.0,0.281,1
2,69.27,0.496,8.1,11.3,-99999.0,0.25,1
2,79.55,0.473,8.2,13.005,-99999.0,0.21899999999999997,1
2,84.75,0.447,10.1,13.945,-99999.0,0.188,1
2,86.1,0.43799999999999994,11.6,14.59,-99999.0,0.156,1
2,87.01,0.46399999999999997,12.1,15.205,-99999.0,0.125,1
3,87.46,0.614,6.2,18.555,-99999.0,0.094,1
3,85.24,0.667,6.9,19.51,-99999.0,0.063,1
3,78.97,0.721,8.5,20.405,-99999.0,0.031,1
2,78.97,0.721,8.5,20.405,-99999.0,0.031,1
8,67.92,0.795,9.2,19.835,-99999.0,1.0,2
8,50.23,0.878,5.1,11.71,-99999.0,0.9520000000000001,2
8,28.31,0.9570000000000001,5.4,8.42,-99999.0,0.905,2
8,23.76,0.983,4.4,7.42,-99999.0,0.857,2
8,21.89,1.004,4.3,7.245,-99999.0,0.81,2
8,20.94,1.016,3.3,7.44,-99999.0,0.762,2
8,20.93,1.015,3.0,7.31,-99999.0,0.7140000000000001,2
8,22.27,0.922,2.8,7.005,-99999.0,0.667,2
8,26.48,0.885,2.7,6.79,-99999.0,0.619,2
8,27.04,0.866,3.3,6.84,-99999.0,0.5710000000000001,2
6,29.7,0.848,4.4,7.2,-99999.0,0.524,2
5,36.65,0.8340000000000001,5.8,7.665,-99999.0,0.47600000000000003,2
5,38.96,0.894,6.6,7.855,-99999.0,0.429,2
5,38.94,0.9470000000000001,6.9,7.745,-99999.0,0.381,2
6,38.93,0.97,6.0,6.96,-99999.0,0.33299999999999996,2
6,39.54,0.914,4.9,5.64,-99999.0,0.28600000000000003,2
8,40.03,0.868,4.3,4.76,-99999.0,0.23800000000000002,2
8,41.75,0.8270000000000001,4.2,4.53,-99999.0,0.19,2
8,44.91,0.785,4.2,4.57,-99999.0,0.14300000000000002,2
8,58.36,0.741,4.3,4.625,-99999.0,0.095,2
4,71.82,0.716,4.5,5.065,-99999.0,0.048,2
3,81.13,0.6970000000000001,7.0,7.925,-99999.0,1.0,1
3,88.32,0.68,9.6,11.79,-99999.0,0.9570000000000001,1
3,90.49,0.6629999999999999,7.7,13.675,-99999.0,0.9129999999999999,1
3,90.26,0.638,7.0,14.01,-99999.0,0.87,1
3,89.38,0.61,6.9,13.45,-99999.0,0.826,1
3,88.92,0.561,8.6,12.73,-99999.0,0.7829999999999999,1
3,89.37,0.5,9.8,12.52,-99999.0,0.7390000000000001,1
3,92.6,0.418,9.4,13.625,-99999.0,0.696,1
3,101.17,0.384,10.2,14.655,-99999.0,0.652,1
3,110.95,0.35200000000000004,12.7,16.07,-99999.0,0.609,1
3,112.65,0.344,16.5,18.115,-99999.0,0.565,1
3,113.04,0.37799999999999995,15.5,19.145,-99999.0,0.522,1
3,112.5,0.413,8.1,22.875,-99999.0,0.478,1
3,109.7,0.449,6.5,22.745,-99999.0,0.435,1
3,105.04,0.473,6.4,22.595,-99999.0,0.391,1
3,98.57,0.49700000000000005,6.3,22.305,-99999.0,0.348,1
3,88.41,0.509,5.3,18.38,-99999.0,0.304,1
2,81.26,0.519,4.0,15.185,-99999.0,0.261,1
2,77.18,0.521,2.7,14.155,-99999.0,0.217,1
2,73.22,0.524,0.1,13.19,-99999.0,0.174,1
2,69.67,0.56,-4.4,15.205,-99999.0,0.13,1
3,64.08,0.618,-4.7,20.42,-99999.0,0.087,1
3,58.49,0.679,-1.4,20.12,-99999.0,0.043,1
5,37.39,0.728,1.4,11.565,-99999.0,1.0,2
5,15.38,0.759,1.2,11.245,-99999.0,0.95,2
8,13.87,0.769,1.7,10.85,-99999.0,0.9,2
8,13.94,0.7709999999999999,3.3,9.9,-99999.0,0.85,2
8,15.34,0.7709999999999999,3.2,9.74,-99999.0,0.8,2
8,18.94,0.769,2.8,9.505,-99999.0,0.75,2
8,21.24,0.764,1.4,9.565,-99999.0,0.7,2
8,22.62,0.764,0.6,9.815,-99999.0,0.65,2
8,21.9,0.77,0.6,9.76,-99999.0,0.6,2
8,21.67,0.8059999999999999,0.6,9.64,-99999.0,0.55,2
8,21.78,0.857,0.3,9.21,-99999.0,0.5,2
8,22.17,0.885,0.7,8.565,-99999.0,0.45,2
8,22.56,0.9059999999999999,0.8,7.955,-99999.0,0.4,2
8,23.93,0.915,1.0,7.5,-99999.0,0.35,2
8,27.17,0.91,0.9,7.26,-99999.0,0.3,2
8,31.22,0.851,0.5,7.01,-99999.0,0.25,2
8,37.79,0.785,-0.1,7.075,-99999.0,0.2,2
6,51.83,0.672,-0.2,7.25,-99999.0,0.15,2
6,69.13,0.534,4.5,9.81,-99999.0,0.1,2
8,87.71,0.391,9.1,12.365,-99999.0,0.05,2
3,94.42,0.33,8.8,18.165,-99999.0,1.0,1
3,100.7,0.31,5.9,23.165,-99999.0,0.963,1
3,103.11,0.292,7.3,22.76,-99999.0,0.9259999999999999,1
3,104.14,0.312,6.4,21.565,-99999.0,0.889,1
3,102.97,0.324,5.0,20.26,-99999.0,0.852,1
3,99.0,0.34600000000000003,4.1,19.565,-99999.0,0.815,1
3,96.66,0.369,3.5,19.015,-99999.0,0.778,1
3,94.79,0.39299999999999996,9.2,15.415,-99999.0,0.741,1
2,82.52,0.428,7.9,15.64,-99999.0,0.7040000000000001,1
2,77.61,0.456,2.6,13.58,-99999.0,0.667,1
2,75.55,0.494,2.7,12.0,-99999.0,0.63,1
2,74.77,0.537,3.5,11.51,-99999.0,0.593,1
2,76.3,0.569,5.2,12.03,-99999.0,0.556,1
2,79.38,0.606,4.8,13.775,-99999.0,0.519,1
2,80.76,0.638,4.4,14.53,-99999.0,0.48100000000000004,1
2,80.75,0.655,4.2,13.82,-99999.0,0.444,1
2,78.97,0.67,4.0,11.185,-99999.0,0.40700000000000003,1
2,74.62,0.6609999999999999,4.2,10.615,-99999.0,0.37,1
2,72.21,0.643,3.7,10.69,-99999.0,0.33299999999999996,1
2,72.65,0.624,2.6,11.085,-99999.0,0.29600000000000004,1
2,78.02,0.604,2.9,11.185,-99999.0,0.259,1
2,83.45,0.589,5.3,11.95,-99999.0,0.222,1
2,84.37,0.5710000000000001,7.1,12.69,-99999.0,0.185,1
2,76.3,0.563,8.1,12.975,-99999.0,0.14800000000000002,1
3,67.17,0.616,9.0,13.23,-99999.0,0.111,1
3,58.04,0.69,9.3,12.135,-99999.0,0.07400000000000001,1
3,47.67,0.7490000000000001,8.3,9.755,-99999.0,0.037000000000000005,1
3,36.2,0.787,5.0,8.545,-99999.0,0.0,1
8,36.2,0.787,5.0,8.545,-99999.0,1.0,2
8,33.43,0.8029999999999999,2.3,8.365,-99999.0,0.667,2
8,34.13,0.797,2.2,8.58,-99999.0,0.33299999999999996,2
2,38.89,0.784,5.1,8.17,-99999.0,1.0,1
2,50.61,0.7659999999999999,5.6,7.995,-99999.0,0.958,1
2,59.35,0.747,5.1,8.205,-99999.0,0.917,1
2,64.74,0.728,4.5,8.505,-99999.0,0.875,1
2,71.24,0.7070000000000001,4.0,8.925,-99999.0,0.833,1
2,72.62,0.685,4.3,9.675,-99999.0,0.792,1
2,77.63,0.6609999999999999,4.8,10.675,-99999.0,0.75,1
2,84.78,0.617,4.8,11.425,-99999.0,0.708,1
2,88.14,0.589,5.0,11.935,-99999.0,0.667,1
2,89.78,0.5539999999999999,5.3,12.21,-99999.0,0.625,1
2,86.7,0.52,4.8,11.29,-99999.0,0.583,1
2,78.2,0.493,4.9,10.755,-99999.0,0.542,1
2,73.68,0.47,4.4,10.79,-99999.0,0.5,1
2,72.57,0.456,3.7,11.08,-99999.0,0.45799999999999996,1
2,77.21,0.444,3.5,11.495,-99999.0,0.41700000000000004,1
2,81.84,0.444,3.6,11.985,-99999.0,0.375,1
2,83.79,0.43799999999999994,4.0,12.38,-99999.0,0.33299999999999996,1
2,84.57,0.43799999999999994,4.3,12.78,-99999.0,0.292,1
2,85.68,0.431,4.4,13.26,-99999.0,0.25,1
2,86.46,0.431,5.2,14.46,-99999.0,0.20800000000000002,1
2,86.45,0.431,7.0,16.615,-99999.0,0.16699999999999998,1
2,85.52,0.431,9.1,17.94,-99999.0,0.125,1
2,65.56,0.441,9.3,18.225,-99999.0,0.083,1
2,43.49,0.5489999999999999,6.3,17.055,-99999.0,0.042,1
8,31.57,0.617,-0.1,14.37,-99999.0,1.0,2
8,29.3,0.621,-2.3,13.62,-99999.0,0.833,2
8,27.9,0.627,-0.6,12.335,-99999.0,0.667,2
8,40.33,0.627,1.3,11.47,-99999.0,0.5,2
8,54.83,0.627,3.5,11.895,-99999.0,0.33299999999999996,2
8,69.32,0.617,12.1,16.105,-99999.0,0.16699999999999998,2
3,83.21,0.594,14.4,19.345,-99999.0,1.0,1
3,91.02,0.494,13.3,21.48,-99999.0,0.875,1
3,95.68,0.37799999999999995,9.7,22.44,-99999.0,0.75,1
3,98.58,0.35600000000000004,9.4,23.4,-99999.0,0.625,1
3,97.21,0.33,11.6,24.03,-99999.0,0.5,1
3,94.91,0.318,12.9,23.59,-99999.0,0.375,1
3,90.57,0.312,12.3,23.56,-99999.0,0.25,1
3,81.18,0.324,11.1,23.74,-99999.0,0.125,1
8,43.14,0.34,0.6,16.815,-99999.0,1.0,2
8,33.38,0.36,4.2,15.15,-99999.0,0.9670000000000001,2
8,29.88,0.38,6.0,15.305,-99999.0,0.9329999999999999,2
8,28.03,0.354,6.6,15.51,-99999.0,0.9,2
8,27.17,0.336,6.5,15.77,-99999.0,0.867,2
8,26.22,0.305,4.1,17.315,-99999.0,0.833,2
8,24.5,0.243,3.0,18.23,-99999.0,0.8,2
8,22.65,0.179,2.0,18.72,-99999.0,0.767,2
8,19.4,0.158,1.1,18.76,-99999.0,0.733,2
8,17.21,0.155,-0.5,18.505,-99999.0,0.7,2
8,14.82,0.158,-1.4,17.86,-99999.0,0.667,2
8,13.34,0.17,-0.2,16.15,-99999.0,0.633,2
8,14.37,0.188,1.1,14.38,-99999.0,0.6,2
8,16.58,0.23600000000000002,1.7,12.975,-99999.0,0.5670000000000001,2
8,19.36,0.342,1.7,11.93,-99999.0,0.5329999999999999,2
6,22.13,0.41700000000000004,2.2,11.195,-99999.0,0.5,2
6,24.46,0.441,3.7,10.44,-99999.0,0.467,2
6,27.42,0.452,4.8,10.075,-99999.0,0.433,2
6,31.51,0.452,6.1,10.06,-99999.0,0.4,2
7,36.65,0.452,6.9,10.375,-99999.0,0.36700000000000005,2
7,42.07,0.452,7.3,10.785,-99999.0,0.33299999999999996,2
8,44.85,0.46399999999999997,6.9,11.1,-99999.0,0.3,2
8,43.82,0.48700000000000004,3.2,12.825,-99999.0,0.267,2
8,42.31,0.504,3.2,12.595,-99999.0,0.233,2
8,45.53,0.52,3.7,11.585,-99999.0,0.2,2
6,53.57,0.524,3.7,10.93,-99999.0,0.16699999999999998,2
5,58.75,0.519,3.8,10.71,-99999.0,0.133,2
6,62.45,0.5,3.7,10.68,-99999.0,0.1,2
8,64.3,0.47600000000000003,6.7,12.145,-99999.0,0.067,2
8,83.36,0.43,10.6,14.415,-99999.0,0.033,2
3,99.93,0.377,13.0,19.93,-99999.0,1.0,1
3,107.9,0.35,10.7,23.79,-99999.0,0.981,1
3,109.79,0.33799999999999997,10.3,24.205,-99999.0,0.9620000000000001,1
3,107.46,0.33799999999999997,8.9,23.415,-99999.0,0.943,1
3,104.2,0.364,8.8,21.355,-99999.0,0.925,1
3,100.89,0.40299999999999997,8.5,19.2,-99999.0,0.9059999999999999,1
3,96.81,0.436,9.1,18.54,-99999.0,0.887,1
3,93.52,0.45,10.1,18.555,-99999.0,0.868,1
3,91.17,0.46399999999999997,9.5,19.16,-99999.0,0.8490000000000001,1
3,91.16,0.48,7.0,20.555,-99999.0,0.83,1
3,91.16,0.498,7.0,20.82,-99999.0,0.8109999999999999,1
3,90.22,0.511,9.2,20.195,-99999.0,0.792,1
3,88.76,0.513,11.7,19.065,-99999.0,0.774,1
3,87.23,0.525,10.5,18.955,-99999.0,0.755,1
3,86.48,0.528,7.5,19.295,-99999.0,0.736,1
2,86.01,0.528,4.6,19.375,-99999.0,0.7170000000000001,1
2,86.01,0.522,5.6,17.82,-99999.0,0.698,1
2,86.0,0.516,8.9,15.975,-99999.0,0.679,1
2,87.85,0.516,12.0,14.545,-99999.0,0.66,1
2,90.4,0.522,13.0,14.125,-99999.0,0.642,1
2,92.34,0.56,13.1,13.93,-99999.0,0.623,1
2,93.96,0.5920000000000001,12.6,13.6,-99999.0,0.604,1
2,94.35,0.607,11.9,13.58,-99999.0,0.585,1
2,93.85,0.607,11.0,13.95,-99999.0,0.5660000000000001,1
2,92.45,0.607,9.3,14.73,-99999.0,0.547,1
2,91.43,0.613,10.0,14.335,-99999.0,0.528,1
2,90.38,0.603,10.8,13.985,-99999.0,0.509,1
2,91.31,0.5920000000000001,11.9,14.05,-99999.0,0.491,1
2,94.47,0.5820000000000001,12.7,14.2,-99999.0,0.47200000000000003,1
2,95.67,0.575,13.6,14.39,-99999.0,0.45299999999999996,1
2,95.66,0.584,13.7,14.61,-99999.0,0.434,1
2,94.72,0.593,13.2,14.95,-99999.0,0.415,1
2,93.76,0.588,11.4,14.8,-99999.0,0.396,1
2,91.57,0.581,10.6,14.75,-99999.0,0.377,1
2,88.82,0.581,11.3,13.885,-99999.0,0.358,1
2,88.2,0.575,11.2,13.455,-99999.0,0.34,1
2,89.12,0.568,11.1,13.295,-99999.0,0.321,1
2,89.11,0.562,11.4,13.205,-99999.0,0.302,1
2,89.68,0.5589999999999999,11.8,14.08,-99999.0,0.28300000000000003,1
2,95.2,0.5529999999999999,9.3,15.595,-99999.0,0.264,1
2,100.38,0.5329999999999999,7.0,16.775,-99999.0,0.245,1
2,100.69,0.502,5.6,17.655,-99999.0,0.226,1
2,101.17,0.48,9.3,17.035,-99999.0,0.20800000000000002,1
2,105.79,0.45,13.6,17.85,-99999.0,0.18899999999999997,1
3,110.42,0.431,14.7,18.84,-99999.0,0.17,1
3,115.02,0.408,15.2,19.66,-99999.0,0.151,1
3,118.87,0.39399999999999996,12.1,20.855,-99999.0,0.132,1
3,120.98,0.389,8.0,20.965,-99999.0,0.113,1
3,120.17,0.382,8.7,19.085,-99999.0,0.075,1
3,118.88,0.384,10.7,19.515,-99999.0,0.057,1
3,117.37,0.40700000000000003,9.4,20.135,-99999.0,0.038,1
3,112.94,0.43799999999999994,7.4,21.47,-99999.0,0.019,1
5,104.72,0.46799999999999997,5.8,22.55,-99999.0,1.0,2
8,93.17,0.498,5.1,23.07,-99999.0,0.991,2
8,82.73,0.5589999999999999,5.6,19.8,-99999.0,0.983,2
8,71.43,0.687,1.3,10.76,-99999.0,0.9740000000000001,2
8,52.48,0.9229999999999999,0.9,6.66,-99999.0,0.966,2
8,29.52,0.898,0.6,6.32,-99999.0,0.9570000000000001,2
8,20.23,0.857,0.6,6.24,-99999.0,0.948,2
6,19.76,0.8009999999999999,0.6,6.4,-99999.0,0.94,2
6,20.21,0.76,0.8,6.82,-99999.0,0.9309999999999999,2
6,21.11,0.721,0.6,8.14,-99999.0,0.922,2
6,28.3,0.78,0.2,9.295,-99999.0,0.914,2
5,33.2,0.86,2.1,8.725,-99999.0,0.905,2
8,34.58,0.8440000000000001,3.6,7.585,-99999.0,0.897,2
8,35.04,0.8270000000000001,3.5,6.925,-99999.0,0.888,2
8,31.78,0.809,3.7,6.7,-99999.0,0.879,2
6,25.36,0.78,3.8,6.585,-99999.0,0.871,2
6,24.34,0.7240000000000001,6.0,7.545,-99999.0,0.862,2
7,24.38,0.644,8.0,9.3,-99999.0,0.853,2
7,25.72,0.601,6.7,10.78,-99999.0,0.845,2
7,31.28,0.594,6.9,10.86,-99999.0,0.836,2
7,33.13,0.607,6.8,10.785,-99999.0,0.828,2
7,33.13,0.627,5.4,10.165,-99999.0,0.8190000000000001,2
7,33.28,0.6579999999999999,3.3,9.935,-99999.0,0.81,2
7,35.32,0.6970000000000001,1.6,9.495,-99999.0,0.802,2
7,39.73,0.732,2.0,8.185,-99999.0,0.7929999999999999,2
6,44.71,0.78,3.7,7.35,-99999.0,0.784,2
6,47.02,0.8590000000000001,4.9,7.025,-99999.0,0.7759999999999999,2
6,47.48,0.895,6.4,7.11,-99999.0,0.767,2
6,47.67,0.914,6.6,6.95,-99999.0,0.759,2
6,48.06,0.92,6.5,7.035,-99999.0,0.75,2
6,48.06,0.92,6.5,7.035,-99999.0,0.75,2
6,50.2,0.92,6.4,7.17,-99999.0,0.741,2
6,54.42,0.92,6.2,7.405,-99999.0,0.733,2
5,55.8,0.919,5.5,7.825,-99999.0,0.7240000000000001,2
5,53.94,0.919,4.5,8.11,-99999.0,0.716,2
5,51.81,0.919,3.3,8.435,-99999.0,0.7070000000000001,2
5,49.4,0.9129999999999999,3.0,8.51,-99999.0,0.698,2
5,47.78,0.9129999999999999,3.3,8.385,-99999.0,0.69,2
5,46.95,0.9059999999999999,4.6,8.06,-99999.0,0.6809999999999999,2
5,47.4,0.9059999999999999,5.2,8.07,-99999.0,0.672,2
5,48.32,0.9,5.4,8.265,-99999.0,0.664,2
5,49.07,0.897,4.3,9.0,-99999.0,0.655,2
5,50.13,0.897,2.5,9.66,-99999.0,0.647,2
6,51.38,0.902,3.5,9.08,-99999.0,0.638,2
6,52.62,0.9129999999999999,4.7,8.5,-99999.0,0.629,2
6,54.33,0.925,5.0,8.235,-99999.0,0.621,2
6,56.18,0.937,4.8,8.01,-99999.0,0.612,2
6,57.56,0.9420000000000001,4.2,8.02,-99999.0,0.603,2
6,59.25,0.9420000000000001,3.6,8.03,-99999.0,0.595,2
6,61.36,0.9420000000000001,3.5,8.105,-99999.0,0.586,2
6,63.92,0.9359999999999999,5.3,7.895,-99999.0,0.578,2
6,67.46,0.932,7.0,7.805,-99999.0,0.569,2
6,72.85,0.907,8.5,7.94,-99999.0,0.56,2
6,84.46,0.879,10.1,8.63,-99999.0,0.552,2
6,98.11,0.843,10.7,9.26,-99999.0,0.5429999999999999,2
5,115.09,0.816,10.7,9.59,-99999.0,0.534,2
5,128.3,0.792,10.1,9.835,-99999.0,0.526,2
4,128.3,0.792,10.1,9.835,-99999.0,0.526,2
4,141.19,0.7809999999999999,7.0,10.78,-99999.0,0.517,2
4,168.43,0.7809999999999999,2.2,12.9,-99999.0,0.509,2
4,159.61,0.7809999999999999,1.3,13.73,-99999.0,0.5,2
4,146.35,0.78,2.4,13.675,-99999.0,0.491,2
4,137.77,0.78,3.2,13.37,-99999.0,0.483,2
4,110.36,0.78,3.9,13.145,-99999.0,0.474,2
4,93.18,0.78,4.7,13.0,-99999.0,0.466,2
4,78.74,0.778,5.3,12.895,-99999.0,0.457,2
4,71.43,0.7659999999999999,5.2,12.635,-99999.0,0.44799999999999995,2
4,69.7,0.754,4.4,12.68,-99999.0,0.44,2
